,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
195702,-4.38,-2.11,-1.97,-2.5,-1.07,-3.6,-1.51,-2.33,-2.18,-2.35,-4.79,-1.69,-0.75,-2.85,-3.23,-2.14,-1.21,-0.44,-2.15,-3.31,-2.92,-0.32,-1.1,-2.09,-2.37
195703,1.47,0.79,3.26,1.56,2.27,1.55,4.29,2.06,1.34,0.93,1.61,2.85,2.6,2.81,2.65,2.61,1.74,1.94,3.37,1.99,1.58,2.41,3.16,1.85,2.97
195704,3.97,2.12,1.18,2.29,1.61,-0.29,2.47,0.25,2.94,2.65,1.17,1.67,1.81,0.67,6.08,2.96,2.67,1.79,3.16,4.01,3.95,5.95,4.49,3.8,6.25
195705,1.55,0.58,2.39,-1.1,-0.06,2.79,0.82,1.92,-0.21,3.14,2.87,1.16,1.71,1.79,2.49,3.01,1.8,1.47,2.27,4.03,4.22,3.2,4.85,3.53,4.99
195706,-1.32,-1.85,1.25,2.59,0.41,-0.89,-0.19,-0.26,-0.72,0.71,-1.82,-1.17,-1.24,-1.88,-0.96,-0.37,-1.75,-3.05,-1.71,0.57,-0.35,-1.28,-0.6,0.35,-0.45
195707,1,-0.45,-0.14,3.95,-3.07,-0.42,1.35,2.29,0.82,-2.17,-0.73,1.42,0.5,0.67,0.11,-0.29,1.63,0.25,-0.12,0.01,-1.74,2.93,0.18,1.51,0.09
195708,-6.5,-2.87,-1.56,-4.6,-2.66,-7.31,-4.33,-2.76,-3.85,-4.25,-5.88,-5.72,-3.84,-3.7,-6.81,-8.37,-4.72,-3.57,-4.22,-8.16,-6.29,-4.05,-2.74,-5.51,-5.81
195709,-7.49,-3.33,-2.91,-2.98,-4.76,-6.13,-6.45,-5.34,-3.06,-4.78,-7.21,-6.67,-4.43,-3.08,-6.51,-7.58,-4.05,-5.04,-3.84,-4.8,-6.12,-5.35,-4.59,-6.47,-6.86
195710,-11.82,-8.63,-5.23,-4.71,-7.99,-9.21,-7.02,-6.28,-5.44,-8.79,-8.99,-6.07,-5.74,-4.31,-7.99,-6.66,-4.84,-4.4,-4.63,-4.41,-6.19,-4.21,-3.33,-3.8,-2.89
195711,1.88,-2.48,-0.93,1.67,1.2,1.14,0.42,-0.58,0.14,1.99,1.45,0.9,3.36,3.88,4.85,2.4,-0.02,3.47,3.74,6.2,3.41,-0.49,1.66,2.31,5.94
195712,-12.73,-5.21,-4.28,-1.67,-1.52,-11.35,-8.64,-4.69,-0.74,-3.63,-7.41,-8.61,-5.14,-2.55,-0.08,-10.53,-7.24,-2.71,0.59,0.09,-10.14,-7.22,-4.06,-1.35,-2.48
195801,22.48,15.3,15.67,9.9,7.25,17.92,15.06,8.51,5.37,7.69,14.12,11.45,12.68,9.56,6.99,12.34,12.25,10.32,6.58,4.65,6.22,5.49,3.95,3.69,2.23
195802,-4.72,-1.65,-3.01,0.84,0.24,-4.05,-1.91,0.19,1.83,2,-3.29,-3.14,0.49,0.3,1.96,-4.23,-3.59,-1.55,0.9,1.76,-3.3,-2.72,-1.87,-1.67,-0.33
195803,3.65,3.29,5.26,2.83,5.57,4.52,4.19,2.82,1.65,4.7,5.6,2.59,1.31,4.32,3.41,4.47,4.09,3.51,2.62,5.77,8.37,2.28,3.55,2.07,3.42
195804,6.56,1.54,3.04,-0.02,7.14,2.06,2.75,4.1,2.16,5.48,1.09,0.93,2.58,1.81,4.29,3.34,1.24,2.32,3.46,3.54,-0.45,2.36,5.75,2.31,2.94
195805,6.06,2.81,6.8,1.71,6.91,5.51,3.74,3.32,4.06,3.56,5.07,4.54,4.06,3.41,5.36,4.19,3.12,4.66,2.57,2.49,3.11,4.08,0.76,2.64,1.06
195806,6.28,4.16,1.93,4.42,2.63,5.01,3.29,1.32,2.1,1.52,2.82,3.13,1.99,2.79,2.48,4.83,3.18,3.19,2.18,3.41,4.86,3.43,2.85,1.96,2.87
195807,7.5,5.42,3.75,6.64,5.66,7.78,5.49,5.69,2.99,4.33,12.09,6.77,6.9,3.22,2.06,9.27,8.16,6.04,3,1.51,11.01,3.01,6.52,2.01,1.78
195808,2.39,3.38,4.36,3.72,6.83,3.83,2.59,4.1,2.51,5.39,1.21,2.7,2.4,5.22,3.6,2.07,3.18,4.26,3.19,1.55,3.11,1.66,1.9,1.72,0.44
195809,7.72,6.52,6.84,5.72,2.17,7.53,5.57,4.13,4.59,4.62,4.6,6.78,5.39,3.27,5.83,6.61,3.82,3.37,4.26,5.69,5.01,4.97,4.53,4.25,5.61
195810,1.73,2.64,3.21,-0.17,7.86,4.17,2.71,1.77,5.36,6.87,0.8,1.45,2.77,4.04,5.36,-0.44,0.19,3.55,4.07,6.85,1.02,1.61,3.21,4.44,4
195811,4.19,7.16,0.72,0.73,9.06,4.13,5.19,4.89,7.04,6.48,1,2.91,2.91,5.63,3.86,5.52,3.57,3.63,3.61,5.66,2.15,2.91,2.84,2.65,6.33
195812,3.49,3.1,4.56,5.39,4.47,6.39,2.78,1.46,4.24,4.25,3.42,3.79,1.99,4.06,2.59,3.68,4.47,4.69,3.08,5.63,3.96,7.22,5.9,5.42,6.99
195901,3.8,6.12,9.38,10.22,7.32,5.2,7.12,8.17,4.97,2.59,4.17,4.54,4.12,3.37,4.68,2.69,2.77,3.48,2.05,1.19,0.36,1.67,-0.4,-0.11,-0.42
195902,2.1,2.3,2.44,6.2,2.91,2.87,1.99,2.27,1.68,5.33,3.1,0.66,2.92,4.88,4.25,2.44,0.38,1.86,2.52,7.26,-1.56,0.83,2.21,-0.51,2.36
195903,0.75,2.24,3.19,0.6,2.14,0.9,0.32,2.12,3.93,2.92,0,0.4,0.22,0.94,0.85,-0.25,0.72,0.34,1.62,3.09,1.16,1.25,-0.37,-0.13,0.79
195904,0.23,-0.03,4.06,2.03,3.62,1.16,1.61,0.88,4.42,3.51,1.89,1.33,0.07,5.25,4.64,1.12,1.72,2.53,6.56,6.41,2.02,3.07,5.11,5.07,7.29
195905,1.02,0.26,0.38,3.05,-0.21,0.15,-0.02,0.2,0.26,1.7,-0.43,0.8,2.76,-1.05,1.08,1.46,1.74,0.89,2.73,0.07,-0.3,3.23,0.43,6.91,0.63
195906,-2.08,0.84,0.37,-0.01,-0.33,-1.68,1.24,0.5,1.35,2.17,-1.21,-0.04,0.09,3.28,1.89,0.14,-0.84,-0.57,1.76,3.96,-2.16,0.71,-0.47,-0.02,2.3
195907,2.67,2.18,1.03,2.89,5.17,2.28,4.53,1.84,3.5,5.2,3.12,1.59,3.9,4.88,3.2,1.48,3.12,1.81,2.45,3.32,4.35,3.78,5.04,3.66,-0.29
195908,-0.5,2.31,0.5,-1.66,-4.58,-1.64,-1.13,-0.41,-2.61,-2.25,-1.12,0.2,-1.26,-1.46,-1.56,-3.2,-0.3,-0.34,-1.89,-3.17,-2.94,1.06,-0.65,-1.46,-1.38
195909,-4.92,-4.68,-4.06,-4.96,-4.32,-5.21,-4.51,-2.71,-5.73,-3.49,-5.84,-4.18,-5.63,-3.05,-3.05,-5.11,-4.35,-4.46,-5.43,-5.18,-7,-3.36,-3.52,-4.46,-4.4
195910,-0.79,2.02,0.63,0.72,5.97,0.98,1.3,1.48,2.93,6.63,-0.9,1.38,1.68,2.55,4.25,-0.81,1.83,0.94,2.76,7.23,0.09,2.13,0.04,2.2,2.1
195911,-1.42,1.2,2.74,0.53,1.04,5.38,-1.16,1.68,2.68,4.45,-1,2.3,0.04,1.84,2.45,4.43,0.41,1.45,2.43,4.83,-0.92,1.4,1.52,1.31,5.46
195912,1.04,3.24,3.61,3.77,1.21,0.73,3.31,0.98,2.87,4.78,1.55,1.33,2.16,2.54,3.19,1.13,0.31,2.18,1.28,0.66,4.46,1.69,3.36,4.07,1.55
196001,0.01,0.31,0.1,-1.77,-2.58,-2.44,-1.43,-3.37,-4.3,-5.74,-3.78,-3.14,-1.14,-6.56,-8.29,-4.64,-3.53,-4.37,-6.77,-7.77,-6.36,-6.26,-5.49,-9.43,-6.86
196002,-0.26,0.76,-0.56,-0.47,1.79,1.31,1.54,1.95,-1.14,5.28,-3.58,-0.09,1.41,0.57,2.72,-0.88,0.89,1,2.94,3.11,-3.43,-1.02,3.42,1.56,2.62
196003,-4.78,-3.16,-4.31,-1.02,-0.59,-5.2,-3.05,-3.6,-1.63,-3.24,-3.88,-2.34,-0.95,-3.9,-2.93,-3.17,-1.77,-1.59,-1.55,-3.27,-2.1,-1.42,-1.03,-1.46,0.71
196004,-3.63,-4.16,-1.17,-0.52,-2.69,-7.42,-1.59,-4.12,-1.28,1.46,-5.02,-1.81,-2.48,-2.87,-1.94,-2.36,-1.61,0.3,-1.29,0.22,-3.1,-2.69,-1.01,-1.82,0.41
196005,-1.75,-1.38,-1.22,0.83,4.87,2.51,1.4,2.32,4.68,6.14,0.26,1.28,1.74,1.96,1.84,2.41,0.45,1.52,2.4,6.32,-0.1,0.65,1.53,2.88,8.91
196006,0.9,0.78,4.41,3.28,5.14,2.27,0.48,1.57,-0.06,3.09,2.89,2.9,1.09,1.21,5.02,0.56,1.31,0.59,3.94,4.02,3.32,1.26,2.79,2.3,2.96
196007,-1.53,-0.7,-1.29,-2.65,-1.44,-3.9,-2.06,-0.48,-0.7,-2.54,-1.92,-2.22,-0.42,-1.46,-2.82,-0.17,-2.27,-0.6,-0.72,-3.12,-1.56,-1.49,-4,-3.18,-2.18
196008,7.39,5.46,5.31,2.94,7.1,1.09,3.57,2.02,5.63,6.06,2.85,2.98,3.1,4.86,6.22,4.52,2.15,3,3.03,2.98,0.41,2.67,1.79,3.62,4
196009,-9.48,-5.42,-4.85,-0.39,-5.28,-10.76,-7.52,-5.53,-6.38,-5.66,-6.67,-6.28,-4.63,-3.8,-6.67,-5.3,-5.96,-5.53,-5.13,-5.71,-6.27,-3.81,-6.25,-7.25,-6.24
196010,-4.88,-3.24,-1.7,-1.62,-1.7,-5.9,-3.27,-2.5,-2.06,-3.49,-6.05,-1.7,-1.45,-0.58,-3.24,-3.52,-2.2,-0.56,-1.18,-1.92,-0.43,-0.79,-0.31,1.88,-0.36
196011,1.68,0.7,1.23,3.13,2.72,2.95,5.08,2.26,7.45,7.61,4.44,3.3,4.97,7.36,6.59,6.09,5.41,6.53,5.56,7.45,2.67,1.61,4.63,5.52,6.72
196012,2.31,4.32,0.8,3.92,4.96,2.69,3.12,3.55,1.88,2.84,5.13,3.5,3.24,3.28,3.77,6.28,3.51,5.25,5.25,4.93,4.55,2.63,4.04,4.75,7.59
196101,13.35,8.61,5.68,9.11,8.48,13.17,8.23,7.51,9.01,7.06,11.63,12.34,8.46,6.95,4.08,8.58,10.13,7.25,6.73,6.54,8.64,6.15,7,4.85,5.46
196102,6.47,6.25,4.42,8.41,4.35,9.31,5.22,7.09,7.51,9.83,5.66,5.92,5.73,5.12,8.39,4.38,8.85,3.61,5.43,6.3,4.39,1.27,4,3,4.19
196103,6.42,5.51,7.03,5.62,9.81,1.92,5.05,6.1,8.48,7.69,6.11,3.4,4.23,2.84,9.45,2.14,3.51,3.2,4.69,7.06,1.55,0.87,1.9,1.3,4.92
196104,-0.77,1.36,2.47,5.51,5.13,0.72,1.61,2.09,-1.99,4.08,-1.65,-1.68,0.9,-0.53,1.67,-3.51,-3.63,-0.11,1.56,1.79,-3.38,-1.13,0.16,2.88,0.28
196105,4.7,5.42,4.26,8.84,1.63,6.18,4.88,2.47,6.51,1.42,6.5,4.92,4.01,5.14,5.14,4.79,6.49,3.42,3.09,2.18,5.7,1.22,3.39,0.95,2.36
196106,-6.19,-4.3,-1.03,-5.67,-6.91,-6.42,-5.06,-4.35,-4.41,-6.9,-5.87,-3.99,-4.67,-4.14,-3.86,-5.95,-3.44,-2.88,-3.46,-3.96,-3.53,-1.85,-1.88,-3.06,-1.87
196107,-0.79,0.81,-0.78,0.11,2.17,1.37,0.38,1.66,-0.73,1.04,0.01,1.17,2.62,0.65,0.9,1.54,2.72,1.94,2.45,0.98,1.91,3.69,3.32,4.29,2.93
196108,-0.27,0.55,0.81,3.68,3.26,1.63,0.11,0,0.23,3.24,0.13,1.24,1.69,1.62,2.34,2.51,4.02,5.11,1.93,5.24,2.7,0.65,3.12,2.64,6.28
196109,-4.81,-3.03,-0.75,-2.09,-5.45,-5.57,-2.96,-1.8,-2.37,-2.95,-2.68,-2.26,-3.56,-2.57,-2.04,-4.48,-2.95,-2.32,-1.05,-3.77,-1.49,-1.78,-1.42,-1.69,-2.28
196110,1.18,1.22,3.58,3.14,6.14,-2.05,2.43,2.41,2.61,2.8,-1.36,0.73,2.19,1.63,6.47,0.93,1.53,3.06,3.06,4.87,0.37,2.43,2.93,2.97,3.71
196111,5.07,2.95,5.71,5.95,3.79,5.16,3.99,5.83,5.18,11.25,5.35,3.72,4.14,4.86,5.78,2.01,5.1,3.14,3.24,6.02,3.59,3.73,5.05,5.79,4.34
196112,0.97,0.11,0.78,-1.14,1.01,1.47,0.23,-0.26,-0.71,-0.76,0.25,-0.64,-0.15,0.76,-2.05,2.22,0.91,-0.54,-3.17,-1.4,1.36,0.43,2.63,-0.42,-2.46
196201,2.86,4.3,3.11,-1.3,-0.89,-0.22,1.88,4.95,-0.38,-1.05,2.32,-1.33,-2.64,-2.28,-4.21,-2,-1.76,-1.61,-0.51,-4.32,-4.1,-3.67,-3.42,-3.78,-6.76
196202,0.63,2.74,3.59,1.59,0.6,1.5,2.8,-0.08,0.49,1.04,1.35,0.83,1.5,1.3,0.18,0.78,2.34,2.31,2.08,1.56,-0.28,1.42,4.26,2.29,1.02
196203,-2.49,-1.21,0.05,2.27,-0.6,-2.16,-1.52,0.4,0.9,0.86,-2.46,-0.16,-0.91,-0.02,-1.08,-3.83,-1.53,-0.58,0.79,-0.63,-1.06,-0.45,0.18,-0.62,0
196204,-8.14,-7.34,-4.21,-5.87,-8.22,-8.68,-7.63,-9.01,-4.41,-7.31,-9.55,-6.93,-4.04,-5.72,-4.41,-6.94,-8.69,-6.19,-5.07,-6.19,-9.66,-6.89,-5.44,-6.75,-4.9
196205,-12.62,-10.23,-7.21,-9.26,-11.78,-11.24,-9.55,-9.08,-8.78,-10.7,-10.99,-9.15,-8.95,-10.98,-12.62,-10.48,-9.78,-7.86,-9.09,-10.67,-8.09,-7.56,-7.6,-8.67,-7.93
196206,-11.81,-5.96,-7.55,-7.16,-5.93,-13.57,-9.67,-5.5,-5.78,-7.37,-13.63,-9.25,-7.18,-5.37,-4.03,-15.39,-11.14,-8.08,-8.1,-4.5,-12.48,-11.45,-9.68,-7.72,-5.77
196207,7.59,5.69,11.15,4.23,8.59,8.08,5.93,5.79,7.52,7.08,8.58,4.23,4.23,6.41,5.39,9.35,4.38,4.77,6.24,6.14,4.24,7.81,7.15,6.76,6.3
196208,2.23,2.53,2.6,4.13,1.21,3.53,1.71,3.84,1.72,3.38,4.7,3.76,1.89,1.83,2.55,5.71,2.93,1.95,2.14,1.81,2.2,1.05,1.01,3.85,2.65
196209,-8.47,-5.76,-6.35,-5.32,-4.76,-10.02,-7.3,-5.75,-4.12,-7.01,-9.28,-7.33,-6.86,-4.59,-2.75,-8.12,-6.35,-5.42,-2.7,-3.67,-6.95,-7.94,-4.55,-4.54,-1.96
196210,-6.66,-4.79,-3.84,-2.79,-2.53,-3.78,-3.22,-1.48,-1.6,-3.72,-3.3,-2.97,-1.83,-2.01,-0.51,-0.71,-1.44,1.68,0.14,-4.43,0.7,-0.3,1.66,0.79,1.27
196211,24.17,14.82,12.58,11.31,9.97,21.66,15.48,16.54,11.7,12.82,20.02,16.53,12.02,9.49,9.08,17.08,12.55,14.24,10.55,10.7,16.16,14.23,10.59,8.53,8.76
196212,-7.07,-2.91,-1.18,0.76,1.31,-5.58,-3.54,-3.34,-0.05,1.31,-5.75,-2.23,-0.24,-0.86,1.95,-1.17,-1.12,0.22,2.38,2.16,-1.84,-0.04,-0.24,2.65,4.24
196301,13.84,12.65,10.71,9.97,7.86,11.14,8.63,7.75,7.37,9.11,8.42,8.03,7.66,8.09,5.57,4.91,6.7,5.71,5.16,6.16,6.44,6.12,4.13,4.65,4.03
196302,-3.21,-2.54,0.3,1.55,0.61,-2.98,-1.84,-0.78,0,0.81,-3.72,-2.45,-1.26,-0.22,0.79,-5.45,-2.71,-1.76,-0.48,-0.85,-2.02,-3.88,-3.34,-1.39,-2.17
196303,-0.38,0.97,2.27,1.76,2.45,0.39,1.7,1.81,2.45,3.9,-1.74,2.85,2.22,2.38,1.94,2.18,0.3,1.85,3.1,3.21,3.24,4.5,2.34,3.03,5.13
196304,2.24,2.25,2.8,3.26,3.19,4.3,4.69,3.9,3.89,3.94,2.76,3.04,3.78,3.64,3.75,3.94,5.44,3.58,5.6,4.38,7.41,4.66,4.23,4.78,4.86
196305,2.6,3.98,2.6,7.36,7.14,4.54,2.75,3.13,3.99,4.01,4.5,2.63,3.07,3.13,4.49,2.72,1.62,3.04,1.74,4.28,1.78,1.76,0.97,2.32,2.26
196306,-2.47,-0.91,-1.76,-1.2,-1.62,-1.56,-2.25,-1.61,-2.5,-0.06,-0.91,-1.57,-1.17,-2.58,-2.73,-1.91,-2.99,-1.73,-0.44,-1.55,-3.18,-1.92,-2.84,-1.52,-0.8
196307,-0.19,-1.14,1.11,-0.79,-0.51,-2.16,-1.65,-2.56,-1.66,0.11,-2.58,-2.27,-0.75,-1.34,-2.42,-2.54,-1.4,-1.23,-1.44,-1.4,-1.39,-0.34,1.01,0.36,-0.07
196308,2.02,1.84,2.94,2.81,5.82,4.32,4.93,4.57,4.38,7.17,5.42,5.66,4.14,5.7,5.76,5.94,4.69,4.89,4.83,8,5.92,4.85,5.72,4.49,6.93
196309,-0.93,-1.02,-0.84,-0.72,0.53,-4.02,-0.75,-0.53,-1.88,-0.76,-3.1,-0.68,-1.33,-2.53,-2.73,-4.72,-1.61,-2.24,-1.94,-2.2,-2.28,1.51,-1.78,-1.23,-2.62
196310,-0.53,-0.17,1.53,3.11,2.78,3.75,0.3,1.87,1.97,4.36,4.02,0.2,1.33,1.01,2.46,-0.13,0.19,0.89,0.42,3.81,2.56,1.6,3.1,0.94,8.51
196311,-2.25,-1.52,-1.48,-1.69,-2.38,-2.82,-0.53,-0.88,-1.05,-1.03,-1.59,-0.66,-1.81,-2.01,-1.3,1.12,-0.5,-1.22,0.11,-0.12,-1.04,1.79,-0.97,-2.16,-0.7
196312,-3.81,-2.3,0.45,1.12,-1.27,-0.22,1.32,0.27,1.67,0.37,-2.06,1.69,1.55,2.32,0.96,-2.32,1.06,2.71,2.42,4.1,0.62,2.43,2.44,2.92,1.57
196401,5.3,3.96,3.29,5.32,2.27,-0.64,2.87,3.25,3.89,3.33,0.33,1.36,3.05,2.28,-0.63,-0.81,0.93,1.27,1.15,4.19,1.72,1.06,2.56,4.39,1.73
196402,3.22,2.35,2.02,2.16,2.09,2.35,1.01,3.52,3.99,5.15,1.9,2.46,2.61,1.1,2.41,2.53,2.53,1.61,3.01,4.84,1.73,0.83,1.82,1.58,1.78
196403,1.86,4.72,3.19,2.83,2.48,2.44,3.62,5.4,3.22,2.15,-0.28,3.45,3.75,3.88,4.15,2.31,1.14,2.45,4.11,5.8,0.1,1.65,0.49,1.15,2.15
196404,-1.77,1.09,-0.6,0.45,-0.04,-1.51,0.36,2,-1.58,-1.09,-0.33,-0.24,-0.24,-1.55,-0.59,-0.8,-0.47,-1.63,-0.61,2.89,3.83,0.06,2.18,0.69,-0.72
196405,-1.09,0.61,0,0.21,1.7,0.07,2.26,2.13,0.86,3.04,0.18,0.77,1.93,2.25,2.9,1.43,1.19,0.56,3.03,2.19,-0.94,0.32,1.23,2.12,3.03
196406,0.5,1.28,0.43,1.61,0.99,1.78,0.32,1.77,0.61,1.32,1.88,1.51,3.12,2.54,1.45,2.31,1.11,1.06,1.73,2.21,0.71,1.37,2.5,1.87,0.06
196407,2.33,3.25,4.36,3.52,4.05,2.4,1.45,3.14,2.52,3.14,2.18,3.94,3.06,2.55,1.31,-0.06,3.52,3.27,2.52,0.64,3.23,3.14,2.98,1.12,1.83
196408,-0.98,0.35,0.26,-0.76,-0.72,-1.44,-1.56,-1.03,-0.68,-1.66,-1.69,0.21,-1.31,-0.41,-1.5,-0.56,1.14,-0.53,-0.05,-0.59,1.4,-0.81,-1.88,-1.31,-1.62
196409,2.66,7.45,3.52,4.68,4.93,4.35,4.48,1.33,4.86,2.95,4.8,2.4,2.81,2.41,2.83,3.52,2.08,3.34,5.37,4.6,3.88,3.41,2.32,2.55,3.18
196410,0.67,2.43,4.25,4.41,2.55,0.14,1.11,-0.1,2.27,0.82,0.29,2.72,2.69,2.62,2.08,0.74,0.92,1.33,2.25,2.81,2.83,0.75,-0.18,1.04,0.13
196411,-1.46,1.3,0.5,0.3,1.04,-1.83,-0.81,0.08,1.04,-1.7,-0.23,1.72,1.2,0.5,-0.24,-0.82,-0.38,1.1,0.73,-0.76,-0.71,0,-1.03,1.96,0.2
196412,-2.7,-2.29,-1.09,-0.97,-0.88,-0.15,0.17,-1.18,0.65,-2.74,0.07,-0.3,0.21,-1.43,-0.84,0.26,-0.07,-0.66,-0.27,-0.95,-0.14,1.48,0.52,0.58,-1.05
196501,8,5.82,8,8.83,7.14,8.16,6.83,6.2,5.96,4.93,4.85,5.19,5.81,5.93,6.4,4.55,5.11,5.55,5.87,5.09,2.27,5.28,4.85,2.39,1.09
196502,3.09,2.7,2.76,2.85,2.73,3.3,2.44,4.02,4.92,4.57,3.42,2.18,4.59,4.07,4.38,2.44,1.95,1.78,1.96,5.24,1.47,1.08,-1.02,-0.08,-1.08
196503,2.38,2.95,0.84,2.67,2.51,1.07,-0.17,-0.32,1.47,0.73,0.18,0.21,0.35,-0.11,1.79,0.41,-0.78,-0.97,0.3,0.64,-1.46,-1.12,-1.29,-1.45,-1.32
196504,2.03,3.88,6.32,3.27,5.53,3.87,4.48,4.47,5.92,5.52,1.77,3.9,2.82,4.97,5.51,2.61,3.68,1.56,4.54,4.2,3.07,1.84,1.87,4.83,6.45
196505,-1.48,-0.81,-0.66,-1.22,-0.52,-1.4,-0.61,-1.2,-2.63,-0.05,-3.64,0.27,-1.61,0.47,0.33,-1.36,-1.44,-1.35,1.07,0.01,0.55,-0.56,0.24,-1.53,-1.68
196506,-8.61,-7.86,-6.38,-9.34,-11.22,-8.84,-7.36,-6.77,-9.6,-11.3,-8.22,-6.23,-8.7,-7.98,-9.13,-6.08,-5.48,-6.14,-7.87,-10.51,-3.47,-3.38,-4.36,-6.15,-6.41
196507,0.99,3.04,2.57,3.57,4.6,0.52,1.29,3.79,3.46,7.29,1.31,3.01,1.83,5.01,5.05,1.37,3.15,1.83,2.92,6.53,0.12,0.94,0.2,2.83,8.14
196508,4.56,2.83,3.07,5.01,4.06,6.07,4.18,3,5.14,5.85,4.54,4.77,3.2,6.08,9.24,2.78,3.45,3.24,5.06,6.6,1.03,2.59,2.05,2.03,7.33
196509,0.88,3.76,1.73,4.95,3.35,1.92,2.06,2.85,2.23,5.8,2.53,2.3,3.71,2.5,6.46,1.79,-0.07,2.71,3.85,6.23,2.68,1.69,3.12,5.23,4.95
196510,6.1,6.28,7.58,6.64,9.6,3.4,4.53,5.4,5.68,6.91,4.69,2.45,1.81,6.93,7.33,4.72,2.84,2.72,4.28,5.48,2.43,1.87,1.01,3.08,5.62
196511,2.97,2.92,6.45,7.45,6.31,0.36,1.27,4.24,4.77,8.11,-0.1,0.72,1.2,2.82,10.36,1.64,1.05,2.42,2.97,8.55,-0.38,-2.02,-2.47,1.28,3.37
196512,4.21,4.5,3.87,6.62,4.59,5.66,2.5,4.43,2.33,3.53,5.5,1.17,5.56,2.38,4.81,2.37,1.59,2.12,2.37,1.52,1.27,0.68,0.05,0.47,2.91
196601,8.19,5.51,6.82,7.95,8.83,3.61,2.73,2.31,5.71,9.7,1.49,2.95,3.16,4.33,5.68,0.24,1.02,2.51,4.83,6.11,-0.85,-1.49,0.25,1.97,6.73
196602,2.07,3.19,4,4.09,8.14,1.81,1.87,0.3,2.75,7.45,-0.96,-0.31,0.13,0.39,4.61,-2.82,-0.56,0.56,0.67,4.78,-2.61,-2.41,-1.8,-1.36,4.27
196603,-0.04,-0.63,-1.13,-0.08,-0.7,-3.57,-3.27,-1.94,-3.03,-2.36,-4.1,-2.01,-3.03,-3.64,-0.72,-1.83,-1.98,-2.4,-1.51,-1.92,-3.13,-3.64,-0.8,-0.74,0.94
196604,0.91,2.92,4.3,7,8.68,-0.63,2.88,3.86,5.1,10.59,-1.2,3.07,2.49,4.39,9.09,0.41,3.63,3.56,5.23,4.64,0.96,0.28,3.72,3.41,4.69
196605,-8.92,-4.75,-8.16,-9.16,-15.12,-6.99,-6.35,-7.6,-10.05,-13.18,-5.58,-3.94,-7.15,-9.05,-11.55,-3.93,-4.23,-6.73,-7.09,-10.29,-3.48,-4.39,-3.72,-6.06,-7.52
196606,-1.62,-0.97,-0.93,-0.48,0.61,-2.05,0.6,-0.24,-0.53,1.84,-3.02,-1.41,-0.63,0.38,1.64,-1.46,-1.21,-0.95,0.08,2.25,-1.7,-2.72,-2.05,0.69,2.02
196607,-2.16,-1.33,-1.31,-1.69,-2.54,-0.83,-2.03,-1.49,-1.05,-2.98,0.2,-0.45,-1.14,-1.6,-1.2,-0.08,-0.55,-2.93,-2.41,-1.78,-0.69,-0.64,-3.11,-1.12,-0.94
196608,-12.56,-8.24,-8.37,-12.24,-13.23,-9.89,-8.13,-9.48,-10.44,-11.68,-7.4,-8.44,-9.71,-9.91,-9.67,-7.23,-7.64,-7.18,-9.92,-9.37,-5.9,-7.11,-7.7,-6.67,-8.9
196609,-2.77,-1.86,-1.57,-2.09,-1.46,-1.24,-4.43,-0.01,-0.21,-2.04,-1.25,-0.15,-1.1,-2.67,-1.97,0.08,0.13,-2.12,-2.5,-0.9,-1.36,2,1.06,-1.02,-4.3
196610,-4.4,-3.63,-1.79,-2.83,-5.94,-2.26,1.77,1.15,-1.25,-3.55,4.81,3.1,3.37,1.56,-3.38,7.16,6.36,2.7,1.53,-4.74,6.02,7.72,6.44,3.96,-0.4
196611,6.37,1.8,3.45,2.74,6.14,3.27,2.27,2.11,2.66,11.37,2.78,1.23,3.86,1.88,13.4,1.32,1.03,2.58,3.21,11.23,-2.51,-2.73,5.44,2.75,9.25
196612,0.93,0.08,3.06,2.44,2.91,0.36,4.33,-0.07,1.64,2.77,3.41,2.06,0.95,2.95,2.57,2.85,3.21,2.44,1.57,2.56,-0.33,-0.87,-0.82,0.81,-0.01
196701,25.67,19.46,20.76,14.19,16.79,22.84,17.67,15.13,17.3,16.71,18.07,15.31,13.19,10.7,16.18,15.26,13.88,8.33,8.63,9.22,13.24,9.82,4.96,6.02,6.23
196702,4.65,3.34,5.16,5.83,8.42,0.98,4.04,1.56,3.15,5.76,1.68,1.21,1.22,1.72,4.4,-1.46,0.66,0.39,0.07,2.02,-1.96,-1.25,0.67,0.18,3.5
196703,5.37,5.46,6.83,8.64,9.62,4.45,7.6,4.52,5.73,7,4.09,5.56,3.2,8.18,6.55,4.67,4.59,5.67,4.76,6.84,2.83,4.48,4.02,3.95,4.31
196704,1.67,5.72,3.69,5.37,5.69,2.54,2.44,2.94,5.04,5.73,3.27,2.93,2.78,4.98,6.29,2.4,3.79,2.42,5.37,5.05,8.01,5.24,2.77,0.87,5.55
